"churn_status"	"session_length_seconds"	"session_count"	"event_count"	"closed_session_event_count"	"open_session_event_count"	"quest_completed_event_count"	"store_purchase_event_count"	"active_days"
"8563"	"Churned"	421	1	10	3	3	0	0	1
"8564"	"Churned"	54	1	8	2	2	0	0	1
"8565"	"Churned"	41	1	4	1	1	0	0	1
"8566"	"Stayed"	134502	329	4135	430	431	2146	1	41
"8567"	"Churned"	10502	28	213	42	39	19	0	20
"8568"	"Churned"	3005	4	40	8	8	8	0	1
"8569"	"Stayed"	21984	116	792	126	126	65	0	44
"8570"	"Stayed"	386726	347	7735	1078	1065	1162	215	55
"8571"	"Churned"	11925	8	563	22	21	21	1	4
"8572"	"Stayed"	1013	7	51	10	11	4	3	5
"8573"	"Churned"	33632	47	579	116	116	41	0	15
"8574"	"Stayed"	16609	25	328	62	62	29	0	11
"8575"	"Stayed"	93261	80	2970	119	117	2235	2	35
"8576"	"Stayed"	261600	355	4094	754	749	1493	17	55
"8577"	"Churned"	14131	47	229	65	64	17	0	13
"8578"	"Churned"	5150	40	194	44	44	13	0	19
"8579"	"Stayed"	15848	38	351	52	52	55	2	11
"8580"	"Churned"	5517	15	166	27	27	16	2	7
"8581"	"Stayed"	1577	1	38	3	3	8	0	1
"8582"	"Stayed"	36990	132	730	189	189	18	3	45
"8583"	"Churned"	3503	8	73	14	14	8	0	4
"8584"	"Stayed"	22561	83	498	89	88	76	4	38
"8585"	"Churned"	2171	4	49	7	7	7	0	3
"8586"	"Churned"	31170	50	661	85	88	87	5	11
"8587"	"Stayed"	37892	93	612	107	103	90	11	47
"8588"	"Churned"	872	2	19	2	2	8	0	2
"8589"	"Churned"	2295	1	69	3	3	9	0	1
"8590"	"Churned"	9413	4	88	10	10	17	0	3
"8591"	"Churned"	1455	2	46	5	5	9	0	2
"8592"	"Stayed"	33843	63	1107	93	92	663	5	24
"8593"	"Churned"	19	3	15	3	3	0	0	3
"8594"	"Churned"	1061	7	41	11	12	0	0	6
"8595"	"Stayed"	321453	189	4057	520	517	501	121	19
"8596"	"Stayed"	1012928	598	25869	1394	1313	17538	11	55
"8597"	"Stayed"	8750	24	243	37	37	31	1	11
"8598"	"Stayed"	1950	5	48	6	6	16	0	4
"8599"	"Stayed"	6423	5	134	9	9	18	0	4
"8600"	"Stayed"	3631	21	94	25	25	0	0	10
"8601"	"Stayed"	4863	9	181	18	18	36	2	8
"8602"	"Stayed"	57766	113	1007	208	206	219	15	42
"8603"	"Churned"	6105	27	252	34	34	25	0	10
"8604"	"Churned"	7049	13	186	17	17	29	0	5
"8605"	"Churned"	5601	3	61	8	8	20	0	3
"8606"	"Stayed"	239457	316	6989	512	510	4000	125	55
"8607"	"Churned"	1228	3	46	5	5	10	0	3
"8608"	"Stayed"	627	4	29	5	4	4	0	4
"8609"	"Stayed"	27651	78	540	91	87	104	3	14
"8610"	"Churned"	219	6	26	8	8	0	0	6
"8611"	"Stayed"	57814	302	1306	371	374	65	15	55
"8612"	"Stayed"	14363	21	508	37	37	93	2	5
"8613"	"Churned"	1020	1	37	1	1	3	0	1
"8614"	"Churned"	105	5	21	5	5	0	0	5
"8615"	"Stayed"	103260	77	1916	205	204	654	3	22
"8616"	"Churned"	3664	3	72	6	6	11	0	2
"8617"	"Stayed"	43385	265	1103	323	322	46	2	54
"8618"	"Stayed"	33966	71	736	134	133	76	2	33
"8619"	"Stayed"	17890	24	284	66	63	21	2	11
"8620"	"Churned"	19856	50	339	75	74	22	3	16
"8621"	"Stayed"	1252	4	28	5	5	7	0	4
"8622"	"Stayed"	18966	41	438	66	62	94	0	11
"8623"	"Churned"	77	2	8	2	2	0	0	1
"8624"	"Churned"	435	4	30	9	9	0	0	2
"8625"	"Churned"	4254	5	92	9	9	15	1	3
"8626"	"Churned"	3584	13	104	17	17	13	0	7
"8627"	"Churned"	44	1	4	1	1	0	0	1
"8628"	"Stayed"	202371	301	3628	445	435	1353	2	55
"8629"	"Stayed"	12500	61	330	72	71	25	1	31
"8630"	"Churned"	20946	62	696	79	80	144	2	10
"8631"	"Stayed"	29246	188	1080	228	228	20	17	49
"8632"	"Stayed"	103385	235	1992	413	411	483	1	49
"8633"	"Churned"	4322	8	117	12	12	16	0	7
"8634"	"Churned"	63226	121	975	248	244	88	0	33
"8635"	"Stayed"	3107	1	54	6	6	8	0	1
"8636"	"Churned"	16685	56	552	81	82	109	1	25
"8637"	"Stayed"	98703	88	1841	178	178	357	1	15
"8638"	"Churned"	34157	102	827	168	168	165	7	14
"8639"	"Stayed"	124681	218	3001	361	356	1273	3	52
"8640"	"Stayed"	8537	17	195	19	19	27	0	7
"8641"	"Stayed"	56510	107	1009	169	166	327	8	31
"8642"	"Churned"	1750	3	20	6	6	0	0	1
"8643"	"Stayed"	59310	186	1268	297	298	61	13	49
"8644"	"Stayed"	95	1	6	2	2	0	0	1
"8645"	"Churned"	1480	1	48	4	4	8	0	1
"8646"	"Churned"	3937	5	88	8	8	15	0	2
"8647"	"Churned"	4706	14	128	25	25	8	0	5
"8648"	"Stayed"	4015	4	98	6	6	12	0	2
"8649"	"Stayed"	4	1	4	1	1	0	0	1
"8650"	"Stayed"	1726	15	91	22	22	10	0	5
"8651"	"Churned"	1401	1	22	5	5	0	0	1
"8652"	"Churned"	6623	10	175	25	24	10	0	7
"8653"	"Stayed"	95291	286	1894	407	403	269	0	53
"8654"	"Stayed"	3253	5	58	7	7	6	0	3
"8655"	"Churned"	411	3	14	4	4	0	0	3
"8656"	"Stayed"	18878	64	478	91	89	31	0	24
"8657"	"Churned"	1373	13	61	15	14	1	0	8
"8658"	"Churned"	2037	3	54	6	6	12	0	2
"8659"	"Stayed"	2684	2	57	6	6	17	0	2
"8660"	"Churned"	64209	62	1371	215	213	461	13	18
"8661"	"Churned"	4218	22	131	28	28	25	0	11
"8662"	"Stayed"	18424	48	376	64	63	46	0	20
"8663"	"Churned"	1528	2	47	3	3	10	0	1
"8664"	"Stayed"	56667	107	1449	309	309	143	8	20
"8665"	"Churned"	5587	4	113	13	13	28	0	1
"8666"	"Stayed"	154427	122	3149	165	169	1708	13	15
"8667"	"Churned"	13615	26	205	37	35	11	0	12
"8668"	"Churned"	7889	41	208	49	48	4	3	24
"8669"	"Churned"	5028	23	154	30	31	23	0	14
"8670"	"Churned"	9826	45	347	62	62	29	2	17
"8671"	"Stayed"	45827	70	581	94	93	126	10	42
"8672"	"Churned"	10078	37	196	45	45	5	2	21
"8673"	"Churned"	567	3	31	5	5	3	0	3
"8674"	"Churned"	12500	35	317	59	59	99	3	18
"8675"	"Stayed"	33255	90	691	128	126	68	3	32
"8676"	"Stayed"	97568	289	1910	454	453	273	35	54
"8677"	"Stayed"	24328	56	477	90	89	27	5	13
"8678"	"Churned"	11510	30	233	43	43	18	1	11
"8679"	"Churned"	10169	18	259	34	35	73	3	10
"8680"	"Churned"	13095	36	201	40	40	34	0	16
"8681"	"Stayed"	2631	10	104	14	14	27	0	8
"8682"	"Churned"	17473	41	264	76	76	8	0	10
"8683"	"Stayed"	17925	105	660	128	127	153	7	40
"8684"	"Churned"	8897	41	211	47	47	15	0	19
"8685"	"Stayed"	42092	79	732	155	155	113	7	17
"8686"	"Stayed"	178296	250	3040	398	396	886	128	28
"8687"	"Churned"	5148	4	83	7	6	11	0	2
"8688"	"Churned"	949	4	20	5	4	2	0	3
"8689"	"Stayed"	3127	8	120	10	10	17	0	6
"8690"	"Churned"	3182	4	57	7	7	6	0	3
"8691"	"Churned"	5663	8	143	19	19	10	0	2
"8692"	"Stayed"	84142	84	1263	255	257	182	1	9
"8693"	"Stayed"	116585	108	2129	178	177	822	7	17
"8694"	"Stayed"	14638	21	236	33	29	35	4	8
"8695"	"Stayed"	4073	2	92	5	5	14	0	1
"8696"	"Stayed"	831	5	26	5	5	3	0	5
"8697"	"Stayed"	1132038	423	22114	1302	1293	13916	149	55
"8698"	"Stayed"	274	2	13	4	4	0	0	2
"8699"	"Stayed"	3277	6	79	23	22	2	0	6
"8700"	"Stayed"	55700	132	1222	185	180	146	13	30
"8701"	"Stayed"	43	3	14	4	4	0	0	3
"8702"	"Stayed"	18211	19	415	46	48	41	0	4
"8703"	"Stayed"	10702	22	292	45	46	34	2	8
"8704"	"Stayed"	204548	261	3759	453	444	1860	0	52
"8705"	"Stayed"	78970	94	1783	169	173	325	3	27
"8706"	"Churned"	1845	3	101	4	4	8	0	3
"8707"	"Churned"	73	1	6	2	2	0	0	1
"8708"	"Churned"	816	2	24	4	4	1	0	2
"8709"	"Stayed"	2994	7	95	22	22	3	0	4
"8710"	"Stayed"	78376	163	1753	245	241	734	1	38
"8711"	"Churned"	3302	5	93	9	9	8	0	4
"8712"	"Stayed"	131315	275	3344	376	375	1639	25	53
"8713"	"Stayed"	12601	46	425	56	56	172	0	27
"8714"	"Churned"	49134	84	721	120	119	103	0	32
"8715"	"Churned"	17137	26	334	39	39	115	0	11
"8716"	"Churned"	1235	1	36	3	3	1	0	1
"8717"	"Churned"	3579	6	92	11	11	7	0	3
"8718"	"Stayed"	984	8	60	17	16	1	0	6
"8719"	"Churned"	11017	16	229	25	25	19	0	11
"8720"	"Stayed"	59598	70	722	147	147	38	3	11
"8721"	"Stayed"	90136	197	1898	467	465	94	0	50
"8722"	"Churned"	905	2	22	3	3	2	0	2
"8723"	"Stayed"	217093	172	3128	557	545	1199	0	38
"8724"	"Stayed"	143674	509	2814	635	639	292	131	55
"8725"	"Stayed"	123811	269	1968	530	532	277	1	40
"8726"	"Stayed"	83115	221	1967	354	350	284	11	52
"8727"	"Churned"	3345	10	180	12	12	14	1	5
"8728"	"Churned"	3963	5	158	9	9	14	2	3
"8729"	"Stayed"	37801	39	354	99	95	23	1	19
"8730"	"Churned"	16330	44	277	58	58	21	1	21
"8731"	"Churned"	1136	13	54	13	13	0	0	8
"8732"	"Stayed"	157490	205	2799	349	338	1182	81	53
"8733"	"Stayed"	39	4	15	4	4	0	0	4
"8734"	"Stayed"	71534	78	1653	109	111	459	20	9
"8735"	"Stayed"	2401	4	43	6	6	14	0	3
"8736"	"Stayed"	126767	337	2523	540	540	414	19	55
"8737"	"Stayed"	20028	42	396	69	67	85	0	23
"8738"	"Stayed"	10514	27	265	33	33	20	0	18
"8739"	"Churned"	1353	2	99	4	4	4	0	2
"8740"	"Stayed"	1646	8	50	10	10	3	0	8
"8741"	"Stayed"	1251	4	38	7	7	3	0	1
"8742"	"Stayed"	113249	349	2945	524	522	833	19	46
"8743"	"Stayed"	109009	384	2629	486	486	825	19	52
"8744"	"Churned"	7534	13	159	19	19	25	0	3
"8745"	"Churned"	3969	5	71	8	8	8	0	1
"8746"	"Churned"	0	1	1	0	0	0	0	1
"8747"	"Stayed"	11165	52	288	63	62	16	0	47
"8748"	"Stayed"	2983	2	18	4	4	0	0	2
"8749"	"Stayed"	8360	17	223	28	28	21	0	8
"8750"	"Stayed"	56057	167	1179	212	211	227	14	41
"8751"	"Stayed"	3156	4	59	11	10	8	0	1
"8752"	"Stayed"	16721	19	357	33	32	61	2	9
"8753"	"Stayed"	82016	155	1289	221	217	364	29	40
"8754"	"Stayed"	40975	110	799	176	177	56	3	30
"8755"	"Stayed"	23415	50	864	65	64	453	2	23
"8756"	"Stayed"	91307	230	2431	461	476	375	23	52
"8757"	"Churned"	12285	24	284	44	41	31	0	8
"8758"	"Churned"	16873	33	356	40	37	39	1	17
"8759"	"Stayed"	4714	3	136	11	11	11	0	2
"8760"	"Stayed"	12022	20	245	31	29	42	1	9
"8761"	"Stayed"	116441	120	2677	398	398	1093	61	24
"8762"	"Stayed"	204753	145	3122	542	540	629	2	21
"8763"	"Churned"	1697	2	34	6	6	4	0	2
"8764"	"Stayed"	8494	42	328	48	48	68	2	33
"8765"	"Stayed"	81177	105	1331	242	233	227	4	40
"8766"	"Stayed"	90151	96	1347	188	173	451	2	34
"8767"	"Stayed"	157977	307	2839	520	521	674	0	53
"8768"	"Stayed"	12240	39	311	53	52	39	0	11
"8769"	"Stayed"	163397	324	2585	567	559	258	21	34
"8770"	"Stayed"	445	4	18	4	4	0	0	4
"8771"	"Stayed"	37331	160	1184	210	209	44	4	40
"8772"	"Stayed"	62863	177	1389	233	231	421	30	48
"8773"	"Stayed"	153565	244	1724	378	375	202	16	48
"8774"	"Churned"	162	9	38	10	10	0	0	8
"8775"	"Churned"	1332	1	147	6	5	12	0	1
"8776"	"Stayed"	6757	20	127	24	24	16	1	12
"8777"	"Churned"	8101	27	251	47	47	26	0	8
"8778"	"Stayed"	8	1	7	2	2	0	0	1
"8779"	"Churned"	1138	1	11	3	3	0	0	1
"8780"	"Stayed"	21155	44	865	74	71	115	0	27
"8781"	"Stayed"	1442	4	70	10	10	12	0	3
"8782"	"Churned"	23571	33	650	67	67	47	2	10
"8783"	"Churned"	8632	34	189	41	41	16	0	23
"8784"	"Churned"	522	4	19	4	4	2	0	3
"8785"	"Churned"	666	3	24	5	5	3	0	2
"8786"	"Stayed"	43468	198	899	224	221	79	8	43
"8787"	"Churned"	71549	34	1072	85	83	99	5	8
"8788"	"Stayed"	40920	69	619	108	108	87	1	18
"8789"	"Stayed"	1133	1	36	2	2	2	0	1
"8790"	"Stayed"	5058	11	154	16	15	10	1	7
"8791"	"Churned"	2683	7	54	9	8	3	0	5
"8792"	"Churned"	2896	4	67	6	6	12	0	2
"8793"	"Stayed"	21358	82	828	103	102	289	2	40
"8794"	"Churned"	985	3	53	4	3	6	0	3
"8795"	"Stayed"	511553	520	9829	796	787	5785	11	55
"8796"	"Churned"	2548	3	58	4	4	7	0	2
"8797"	"Stayed"	84384	198	1234	297	293	73	64	48
"8798"	"Churned"	5810	5	115	9	9	16	1	2
"8799"	"Stayed"	9956	18	227	29	28	23	1	8
"8800"	"Stayed"	3	1	4	1	1	0	0	1
"8801"	"Stayed"	40695	53	906	104	100	265	2	12
"8802"	"Churned"	31215	63	547	102	102	91	8	27
"8803"	"Churned"	9175	13	220	28	28	19	4	6
"8804"	"Stayed"	9559	19	330	23	23	66	3	15
"8805"	"Stayed"	97985	50	2046	135	135	666	1	11
"8806"	"Stayed"	15106	51	295	64	64	18	6	32
"8807"	"Stayed"	150	1	6	2	2	0	0	1
"8808"	"Stayed"	88738	192	1626	327	326	412	2	33
"8809"	"Churned"	12123	38	382	61	61	13	0	17
"8810"	"Churned"	1420	6	34	9	9	2	0	5
"8811"	"Stayed"	90565	128	2047	169	169	879	4	28
"8812"	"Churned"	24	3	11	3	3	0	0	2
"8813"	"Stayed"	11655	38	336	50	50	36	1	16
"8814"	"Stayed"	143361	288	3768	464	463	1888	14	52
"8815"	"Stayed"	254135	349	4632	548	545	2005	15	55
"8816"	"Stayed"	138400	349	1875	453	453	191	79	52
"8817"	"Stayed"	39707	116	1137	188	189	69	3	48
"8818"	"Stayed"	139256	251	2055	334	328	582	29	55
"8819"	"Stayed"	48881	74	514	117	111	79	3	34
"8820"	"Stayed"	5097	40	188	44	43	10	0	30
"8821"	"Stayed"	111473	174	1860	405	398	451	15	21
"8822"	"Churned"	4318	20	124	25	24	13	0	15
"8823"	"Stayed"	19193	74	477	94	94	74	6	46
"8824"	"Stayed"	6532	9	187	23	21	65	0	4
"8825"	"Stayed"	5819	14	166	19	17	23	0	2
"8826"	"Stayed"	55138	82	819	210	209	56	2	16
"8827"	"Stayed"	59256	65	1176	140	138	394	1	20
"8828"	"Churned"	2252	5	55	7	7	8	0	3
"8829"	"Churned"	14	7	27	7	7	0	0	7
"8830"	"Stayed"	13533	13	218	28	27	48	0	4
"8831"	"Stayed"	103470	488	3092	599	599	305	98	55
"8832"	"Stayed"	6	1	4	1	1	0	0	1
"8833"	"Stayed"	39878	44	473	98	98	29	1	11
"8834"	"Churned"	259	4	29	9	9	0	0	2
"8835"	"Stayed"	52829	230	1380	340	340	76	19	53
"8836"	"Stayed"	127617	173	1713	329	329	411	15	27
"8837"	"Stayed"	123311	114	2296	149	153	954	6	22
"8838"	"Stayed"	9505	29	334	36	36	78	3	17
"8839"	"Stayed"	185	1	6	2	2	0	0	1
"8840"	"Stayed"	145805	266	2320	391	386	614	84	50
"8841"	"Churned"	1117	2	36	6	6	4	0	2
"8842"	"Churned"	4629	15	206	19	19	27	0	9
"8843"	"Stayed"	509	5	27	5	5	4	0	5
"8844"	"Stayed"	1878	5	33	7	6	0	0	5
"8845"	"Churned"	3366	6	112	8	8	21	2	3
"8846"	"Stayed"	83396	128	1298	262	260	281	2	20
"8847"	"Stayed"	202643	294	3338	476	475	1068	13	37
"8848"	"Churned"	14678	88	460	95	93	86	2	28
"8849"	"Churned"	39976	89	669	127	126	38	2	19
"8850"	"Stayed"	21930	114	833	154	154	112	3	48
"8851"	"Stayed"	45440	46	629	96	99	95	1	15
"8852"	"Stayed"	7419	16	210	29	29	17	0	6
"8853"	"Stayed"	576873	827	7329	1530	1526	1288	48	55
"8854"	"Stayed"	1115	5	25	5	4	2	0	5
"8855"	"Churned"	644	3	28	3	3	1	0	2
"8856"	"Churned"	74	2	15	5	5	0	0	2
"8857"	"Churned"	4807	23	160	31	31	22	2	15
"8858"	"Churned"	28115	120	978	175	173	304	4	31
"8859"	"Stayed"	1878	4	72	7	7	7	0	3
"8860"	"Churned"	7113	8	182	21	20	10	0	4
"8861"	"Stayed"	710813	645	15158	1056	1052	8309	50	53
"8862"	"Stayed"	52057	79	734	121	119	149	4	21
"8863"	"Churned"	6	1	4	1	1	0	0	1
"8864"	"Churned"	434	1	19	6	6	0	0	1
"8865"	"Churned"	24	1	5	1	1	0	0	1
"8866"	"Stayed"	25071	37	612	69	69	74	0	12
"8867"	"Churned"	557	1	25	3	3	4	0	1
"8868"	"Churned"	685	2	20	3	3	1	0	2
"8869"	"Stayed"	30153	106	892	130	130	283	3	46
"8870"	"Stayed"	14064	16	227	28	28	20	2	12
"8871"	"Stayed"	8436	17	215	23	23	27	0	10
"8872"	"Stayed"	226792	413	4646	587	582	1721	68	53
"8873"	"Churned"	97582	256	1587	383	379	109	77	46
"8874"	"Stayed"	28388	118	705	163	163	83	1	36
"8875"	"Churned"	1139	2	27	3	3	4	0	2
"8876"	"Stayed"	142773	260	4175	490	486	1481	21	53
"8877"	"Churned"	12148	32	237	34	34	46	2	18
"8878"	"Stayed"	14354	15	195	35	35	21	0	3
"8879"	"Churned"	7657	28	216	35	33	23	2	8
"8880"	"Churned"	3262	7	125	10	10	21	0	3
"8881"	"Stayed"	214	2	11	3	3	0	0	1
"8882"	"Stayed"	35345	94	1189	145	144	91	44	25
"8883"	"Stayed"	58037	63	698	107	103	183	0	25
"8884"	"Stayed"	20371	134	1167	209	207	59	166	53
"8885"	"Stayed"	16786	23	289	49	44	62	0	12
"8886"	"Churned"	10	2	8	2	2	0	0	2
"8887"	"Stayed"	382	4	18	5	5	0	0	2
"8888"	"Stayed"	36072	119	1268	141	139	538	0	48
"8889"	"Churned"	56	1	6	2	2	0	0	1
"8890"	"Stayed"	17637	52	274	69	70	16	3	20
"8891"	"Churned"	442	1	20	2	2	4	0	1
"8892"	"Churned"	4	1	4	1	1	0	0	1
"8893"	"Stayed"	47049	99	769	190	190	136	0	12
"8894"	"Stayed"	18303	33	390	55	53	74	3	15
"8895"	"Churned"	35	1	4	1	1	0	0	1
"8896"	"Churned"	17130	27	448	41	41	193	0	3
"8897"	"Stayed"	132989	116	2254	210	209	884	8	16
"8898"	"Stayed"	75530	121	887	183	181	97	3	27
"8899"	"Stayed"	32145	32	475	34	32	147	1	10
"8900"	"Churned"	107	3	16	4	4	0	0	3
"8901"	"Stayed"	17247	49	395	64	63	30	0	24
"8902"	"Churned"	20923	86	543	136	136	56	6	28
"8903"	"Stayed"	2903	4	46	11	12	1	0	3
"8904"	"Churned"	7532	32	251	40	39	27	2	18
"8905"	"Stayed"	52907	252	1231	299	295	73	13	54
"8906"	"Churned"	11957	37	349	57	58	125	0	20
"8907"	"Churned"	1607	2	41	11	11	0	0	2
"8908"	"Stayed"	123341	265	2362	386	389	582	38	35
"8909"	"Churned"	736	1	35	2	2	7	0	1
"8910"	"Stayed"	196150	415	3743	651	643	612	4	47
"8911"	"Stayed"	3087	8	105	15	13	10	0	6
"8912"	"Stayed"	45	1	6	2	2	0	0	1
"8913"	"Churned"	5401	25	145	41	41	0	0	18
"8914"	"Stayed"	44778	164	785	196	193	33	27	47
"8915"	"Churned"	11274	77	421	106	106	14	2	24
"8916"	"Stayed"	156586	212	2224	388	380	412	12	51
"8917"	"Churned"	3692	8	128	10	10	22	0	6
"8918"	"Stayed"	44	1	6	2	2	0	0	1
"8919"	"Stayed"	112432	160	1357	243	238	259	9	47
"8920"	"Stayed"	35306	35	636	68	65	257	1	3
"8921"	"Churned"	1697	4	59	5	5	4	0	3
"8922"	"Stayed"	1220	2	18	6	6	0	0	1
"8923"	"Stayed"	177173	316	3319	496	486	889	22	42
"8924"	"Stayed"	221106	267	2932	766	759	309	6	36
"8925"	"Stayed"	3293	5	70	13	12	23	0	5
"8926"	"Stayed"	29201	44	652	91	90	51	6	17
"8927"	"Stayed"	1284	3	39	4	4	8	0	3
"8928"	"Churned"	3776	16	129	21	21	6	1	9
"8929"	"Stayed"	16177	51	222	70	71	0	0	6
"8930"	"Churned"	14670	51	381	75	75	73	0	24
"8931"	"Churned"	439	1	19	2	2	2	0	1
"8932"	"Stayed"	97927	264	2001	494	494	426	6	53
"8933"	"Stayed"	55513	148	1241	187	183	320	1	38
"8934"	"Stayed"	280	4	21	6	6	0	0	4
"8935"	"Stayed"	31789	30	533	98	96	42	13	5
"8936"	"Stayed"	531	3	31	5	5	3	0	3
"8937"	"Churned"	8414	15	160	31	31	14	0	6
"8938"	"Stayed"	104128	274	3103	342	342	1515	67	53
"8939"	"Stayed"	60834	125	1074	214	213	111	2	46
"8940"	"Churned"	1669	24	121	26	26	8	0	12
"8941"	"Stayed"	2606	4	24	5	4	1	0	4
"8942"	"Stayed"	22728	19	345	41	42	54	1	10
"8943"	"Stayed"	32709	141	1114	192	193	139	2	21
"8944"	"Churned"	2717	3	37	4	4	2	0	3
"8945"	"Churned"	761	2	27	3	3	4	0	1
"8946"	"Stayed"	302128	377	5783	610	590	2789	27	55
"8947"	"Stayed"	12973	46	319	47	47	28	0	22
"8948"	"Stayed"	3982	4	48	8	8	1	0	4
"8949"	"Churned"	1251	1	15	5	5	0	0	1
"8950"	"Churned"	663	1	23	4	4	2	0	1
"8951"	"Churned"	3363	10	64	15	14	3	4	8
"8952"	"Churned"	7210	21	217	32	32	35	0	11
"8953"	"Churned"	18099	60	434	75	75	81	3	20
"8954"	"Churned"	649	3	21	4	4	3	0	3
"8955"	"Churned"	426	3	13	3	3	0	0	3
"8956"	"Churned"	1959	2	55	3	3	10	0	1
"8957"	"Churned"	21878	34	365	55	56	80	0	11
"8958"	"Churned"	59140	65	883	125	123	145	4	16
"8959"	"Stayed"	112133	410	2742	525	522	834	16	55
"8960"	"Churned"	1517	2	25	8	8	0	1	2
"8961"	"Churned"	414	1	6	2	1	0	0	1
"8962"	"Stayed"	20199	22	407	50	50	83	0	10
"8963"	"Churned"	1449	4	52	6	6	6	0	3
"8964"	"Churned"	8868	14	127	26	26	17	0	6
"8965"	"Stayed"	162674	414	4127	680	678	1714	51	55
"8966"	"Churned"	8542	7	89	11	11	14	0	5
"8967"	"Churned"	3623	3	101	8	8	20	1	2
"8968"	"Churned"	42591	40	534	83	83	104	0	6
"8969"	"Stayed"	42541	241	1315	284	283	190	4	54
"8970"	"Stayed"	45673	161	1390	209	205	543	0	54
"8971"	"Churned"	918	1	7	2	2	0	0	1
"8972"	"Churned"	315	7	29	8	8	0	0	3
"8973"	"Churned"	17645	28	307	65	64	35	1	11
"8974"	"Churned"	3	1	4	1	1	0	0	1
"8975"	"Stayed"	103695	358	2263	478	472	326	33	53
"8976"	"Stayed"	39121	192	1035	236	233	87	3	53
"8977"	"Stayed"	58433	366	1652	403	400	131	22	55
"8978"	"Stayed"	212	2	11	3	3	0	0	2
"8979"	"Stayed"	1677	9	70	10	9	17	0	5
"8980"	"Stayed"	27855	193	1044	247	247	94	7	52
"8981"	"Churned"	1318	1	39	2	2	5	0	1
"8982"	"Churned"	1149	5	47	6	6	7	0	4
"8983"	"Stayed"	157558	276	4103	464	460	1667	6	32
"8984"	"Churned"	378	1	19	3	3	2	0	1
"8985"	"Churned"	12744	39	407	74	74	64	0	13
"8986"	"Stayed"	264915	138	4902	330	317	2625	0	35
"8987"	"Churned"	125294	170	4110	467	473	1212	1	25
"8988"	"Stayed"	21916	55	439	74	72	30	0	15
"8989"	"Churned"	1335	2	43	4	4	4	4	1
"8990"	"Stayed"	48426	84	795	173	172	36	3	19
"8991"	"Churned"	20080	73	556	99	99	132	5	29
"8992"	"Stayed"	1447	1	39	2	2	5	0	1
"8993"	"Stayed"	57122	92	1428	151	148	356	4	25
"8994"	"Stayed"	22109	28	352	42	40	91	5	11
"8995"	"Stayed"	10204	25	206	36	36	46	0	11
"8996"	"Churned"	0	1	1	0	0	0	0	1
"8997"	"Churned"	4790	7	106	12	12	15	0	4
"8998"	"Stayed"	5743	7	89	13	13	20	0	5
"8999"	"Stayed"	262377	230	5254	401	375	2443	12	55
"9000"	"Churned"	472	3	14	3	3	0	0	3
"9001"	"Churned"	836	7	49	9	9	4	0	4
"9002"	"Stayed"	69801	131	1134	201	197	85	2	17
"9003"	"Stayed"	8072	14	217	35	35	20	1	5
"9004"	"Churned"	4088	9	91	15	15	3	0	7
"9005"	"Stayed"	204115	272	1946	463	459	155	28	53
"9006"	"Stayed"	1476	1	42	4	4	4	0	1
"9007"	"Stayed"	65635	189	1544	275	274	81	7	53
"9008"	"Stayed"	81955	188	1797	259	258	151	0	50
"9009"	"Stayed"	45438	272	1737	333	332	184	27	52
"9010"	"Churned"	461	1	22	4	4	9	0	1
"9011"	"Stayed"	29960	48	590	72	71	248	4	17
"9012"	"Stayed"	16997	24	318	35	33	33	0	8
"9013"	"Stayed"	35	1	4	1	1	0	0	1
"9014"	"Churned"	935	2	32	3	3	2	0	2
"9015"	"Churned"	908	2	32	3	3	4	0	1
"9016"	"Stayed"	57515	48	648	76	75	267	1	21
"9017"	"Churned"	75668	114	1619	187	187	224	223	31
"9018"	"Churned"	3	1	4	1	1	0	0	1
"9019"	"Stayed"	4262	9	131	19	19	14	0	5
"9020"	"Churned"	109	1	6	2	2	0	0	1
"9021"	"Churned"	2081	3	27	5	5	4	0	3
"9022"	"Stayed"	10559	7	215	25	25	32	0	3
"9023"	"Stayed"	2025	5	194	11	11	13	0	3
"9024"	"Stayed"	1291	3	45	5	5	9	1	2
"9025"	"Churned"	289	1	8	2	2	0	0	1
"9026"	"Churned"	1849	4	41	12	12	1	0	2
"9027"	"Stayed"	9601	37	217	54	52	0	0	20
"9028"	"Stayed"	201249	334	2396	598	596	201	19	36
"9029"	"Stayed"	38361	124	1038	159	159	122	3	22
"9030"	"Stayed"	47358	101	781	163	159	167	10	30
"9031"	"Stayed"	1894	1	24	3	2	5	0	1
"9032"	"Stayed"	14910	38	237	46	45	34	3	24
"9033"	"Churned"	4	1	4	1	1	0	0	1
"9034"	"Stayed"	34828	110	888	135	134	207	2	42
"9035"	"Stayed"	9998	14	191	20	20	24	1	8
"9036"	"Stayed"	22540	13	274	32	36	131	0	5
"9037"	"Stayed"	20841	189	749	207	208	2	1	51
"9038"	"Churned"	253	5	22	5	5	0	0	5
"9039"	"Churned"	1897	6	61	10	10	8	0	4
"9040"	"Churned"	20001	103	497	132	132	13	1	24
"9041"	"Stayed"	62329	251	1440	316	314	44	6	55
"9042"	"Churned"	37945	87	772	111	109	218	4	24
"9043"	"Stayed"	27739	25	407	61	61	75	1	9
"9044"	"Stayed"	43355	98	843	157	155	139	11	32
"9045"	"Stayed"	5721	16	140	21	20	33	5	15
"9046"	"Churned"	4387	16	243	20	18	16	0	9
